Date,stock2,stock1,Short signal,Short exit,zscore,zscore shift,Long signal,Long exit
2018-12-26,14.170000076293945,107.38999938964844,False,False,1.5782766421469605,,False,False
2018-12-27,14.289999961853027,109.31999969482422,False,False,1.3953630208790246,1.5782766421469605,False,False
2018-12-28,14.079999923706055,108.6500015258789,False,False,1.3865955188704873,1.3953630208790246,False,False
2018-12-31,14.34000015258789,108.79000091552734,False,False,1.480291016227203,1.3865955188704873,False,False
2019-01-02,14.720000267028809,110.69000244140625,False,False,1.4110404992383752,1.480291016227203,False,False
2019-01-03,14.619999885559082,108.56999969482422,False,False,1.623762816393142,1.4110404992383752,False,False
2019-01-04,15.40999984741211,110.81999969482422,False,False,1.6725360286211393,1.623762816393142,False,False
2019-01-07,15.619999885559082,112.26000213623047,False,False,1.584832171309823,1.6725360286211393,False,False
2019-01-08,15.479999542236328,111.7699966430664,False,False,1.587849417517513,1.584832171309823,False,False
2019-01-09,16.06999969482422,113.2699966430664,False,False,1.6389076379762586,1.587849417517513,False,False
2019-01-10,16.350000381469727,113.44999694824219,False,False,1.7224735612157562,1.6389076379762586,False,False
2019-01-11,16.110000610351562,112.54000091552734,False,False,1.7388334617690426,1.7224735612157562,False,False
2019-01-14,15.829999923706055,111.72000122070312,False,False,1.7288731673177837,1.7388334617690426,False,False
2019-01-15,15.829999923706055,112.12000274658203,False,False,1.681943908784514,1.7288731673177837,False,False
2019-01-16,15.539999961853027,111.4000015258789,False,False,1.6547727448201375,1.681943908784514,False,False
2019-01-17,15.789999961853027,111.95999908447266,False,False,1.6854023388957622,1.6547727448201375,False,False
2019-01-18,16.100000381469727,114.37000274658203,False,False,1.523279724268278,1.6854023388957622,False,False
2019-01-22,15.6899995803833,112.33999633789062,False,False,1.6025073685968623,1.523279724268278,False,False
2019-01-23,15.5600004196167,111.38999938964844,False,False,1.6637265441167983,1.6025073685968623,False,False
2019-01-24,15.800000190734863,113.51000213623047,False,False,1.5086909010628513,1.6637265441167983,False,False
2019-01-25,15.899999618530273,113.22000122070312,False,False,1.5804181008076819,1.5086909010628513,False,False
2019-01-28,15.829999923706055,112.16999816894531,False,False,1.6760900852917744,1.5804181008076819,False,False
2019-01-29,15.90999984741211,111.83000183105469,False,False,1.7464222952613473,1.6760900852917744,False,False
2019-01-30,16.020000457763672,113.01000213623047,False,False,1.650245327313096,1.7464222952613473,False,False
2019-01-31,15.789999961853027,114.6500015258789,False,False,1.373647437903119,1.650245327313096,False,False
2019-02-01,16.0,118.37000274658203,False,True,1.0342283571585713,1.373647437903119,False,False
2019-02-04,16.149999618530273,119.73999786376953,False,False,0.9395335200660928,1.0342283571585713,False,False
2019-02-05,15.9399995803833,119.4800033569336,False,False,0.8889594989700719,0.9395335200660928,False,False
2019-02-06,15.90999984741211,118.87999725341797,False,False,0.9436785359927716,0.8889594989700719,False,False
2019-02-07,15.270000457763672,118.2300033569336,False,False,0.7674858737879866,0.9436785359927716,False,False
2019-02-08,15.130000114440918,117.58000183105469,False,False,0.7841988986782574,0.7674858737879866,False,False
2019-02-11,15.270000457763672,116.94999694824219,False,False,0.910419803139566,0.7841988986782574,False,False
2019-02-12,15.449999809265137,118.72000122070312,False,False,0.784016287823478,0.910419803139566,False,False
2019-02-13,15.550000190734863,119.56999969482422,False,False,0.729337932063735,0.784016287823478,False,False
2019-02-14,16.90999984741211,118.16000366210938,True,False,1.3919188313092465,0.729337932063735,False,False
2019-02-15,17.079999923706055,119.3499984741211,False,False,1.3208059167268849,1.3919188313092465,False,False
2019-02-19,17.030000686645508,119.30999755859375,False,False,1.307486387074049,1.3208059167268849,False,False
2019-02-20,17.079999923706055,120.27999877929688,False,False,1.2188849871907947,1.307486387074049,False,False
2019-02-21,16.68000030517578,119.13999938964844,False,False,1.2006827417449284,1.2188849871907947,False,False
2019-02-22,16.889999389648438,119.38999938964844,False,False,1.2487861372608497,1.2006827417449284,False,False
2019-02-25,16.670000076293945,119.62000274658203,False,True,1.1442614253187169,1.2487861372608497,False,False
2019-02-26,16.520000457763672,119.94000244140625,False,False,1.054543779858754,1.1442614253187169,False,False
2019-02-27,16.790000915527344,120.08000183105469,False,False,1.1372219694251693,1.054543779858754,False,False
2019-02-28,16.600000381469727,119.58000183105469,False,False,1.1232168230161903,1.1372219694251693,False,False
2019-03-01,17.079999923706055,122.02999877929688,False,False,1.0292172104100847,1.1232168230161903,False,False
2019-03-04,17.280000686645508,122.12000274658203,False,False,1.0899069379802646,1.0292172104100847,False,False
2019-03-05,17.270000457763672,123.29000091552734,False,False,0.9612044994735318,1.0899069379802646,False,False
2019-03-06,16.860000610351562,123.52999877929688,False,False,0.7904318051438383,0.9612044994735318,False,False
2019-03-07,16.860000610351562,121.94000244140625,False,False,0.9605391477928892,0.7904318051438383,False,False
